"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Grant","40053","OK","1.0","2200","Donald Trump","Oklahoma","1827","287"
"Dunn","38025","ND","1.0","2199","Donald Trump","North Dakota","1753","356"
"Norton","20137","KS","1.0","2190","Donald Trump","Kansas","1808","277"
"Mitchell","48335","TX","1.0","2190","Donald Trump","Texas","1780","353"
"Swisher","48437","TX","1.0","2190","Donald Trump","Texas","1671","462"
"Adams","16003","ID","1.0","2183","Donald Trump","Idaho","1556","415"
"Valley","31175","NE","1.0","2172","Donald Trump","Nebraska","1770","337"
"Columbia","53013","WA","1.0","2171","Donald Trump","Washington","1491","523"
"Morrill","31123","NE","1.0","2166","Donald Trump","Nebraska","1788","282"
"Scott","20171","KS","1.0","2159","Donald Trump","Kansas","1832","232"
"Hickman","21105","KY","1.0","2157","Donald Trump","Kentucky","1657","449"
"Nuckolls","31129","NE","1.0","2153","Donald Trump","Nebraska","1709","348"
"Phillips","30071","MT","1.0","2149","Donald Trump","Montana","1715","315"
"Hardin","17069","IL","1.0","2133","Donald Trump","Illinois","1650","419"
"Pope","17151","IL","1.0","2132","Donald Trump","Illinois","1678","374"
"Lincoln","32017","NV","1.0","2132","Donald Trump","Nevada","1671","285"
"Todd","46121","SD","1.0","2125","Hillary Clinton","South Dakota","487","1505"
"Jim Hogg","48247","TX","1.0","2119","Hillary Clinton","Texas","430","1635"
"LaMoure","38045","ND","1.0","2115","Donald Trump","North Dakota","1475","500"
"Baca","8009","CO","1.0","2107","Donald Trump","Colorado","1716","278"
"Wheeler","13309","GA","1.0","2102","Donald Trump","Georgia","1421","646"
"Gregory","46053","SD","1.0","2091","Donald Trump","South Dakota","1600","391"
"Childress","48075","TX","1.0","2084","Donald Trump","Texas","1802","253"
"Adams","19003","IA","1.0","2082","Donald Trump","Iowa","1393","565"
"Sweet Grass","30097","MT","1.0","2080","Donald Trump","Montana","1580","398"
"Deuel","46039","SD","1.0","2080","Donald Trump","South Dakota","1366","570"
"Mahnomen","27087","MN","1.0","2074","Donald Trump","Minnesota","991","930"
"Oneida","16071","ID","1.0","2068","Donald Trump","Idaho","1531","184"
"Stewart","13259","GA","1.0","2053","Hillary Clinton","Georgia","805","1220"
"Mason","48319","TX","1.0","2053","Donald Trump","Texas","1656","353"
"Johnson","31097","NE","1.0","2051","Donald Trump","Nebraska","1348","560"
"La Salle","48283","TX","1.0","2049","Hillary Clinton","Texas","870","1125"
"Catron","35003","NM","1.0","2035","Donald Trump","New Mexico","1453","426"
"Thurston","31173","NE","1.0","2029","Donald Trump","Nebraska","1013","911"
"Toole","30101","MT","1.0","2024","Donald Trump","Montana","1495","399"
"Cameron","42023","PA","1.0","2024","Donald Trump","Pennsylvania","1495","469"
"Calhoun","13037","GA","1.0","2023","Hillary Clinton","Georgia","829","1178"
"Pierce","38069","ND","1.0","2020","Donald Trump","North Dakota","1433","431"
"Smith","20183","KS","1.0","2014","Donald Trump","Kansas","1635","295"
"Gray","20069","KS","1.0","2011","Donald Trump","Kansas","1651","257"
"Hanson","46061","SD","1.0","2006","Donald Trump","South Dakota","1497","424"
"Mineral","32021","NV","1.0","1997","Donald Trump","Nevada","1179","637"
"Lynn","48305","TX","1.0","1997","Donald Trump","Texas","1546","403"
"Castro","48069","TX","1.0","1996","Donald Trump","Texas","1413","526"
"Mineral","30061","MT","1.0","1985","Donald Trump","Montana","1322","515"
"Pershing","32027","NV","1.0","1982","Donald Trump","Nevada","1403","430"
"Sargent","38081","ND","1.0","1978","Donald Trump","North Dakota","1088","693"
"Lake","47095","TN","1.0","1970","Donald Trump","Tennessee","1357","577"
"Cavalier","38019","ND","1.0","1969","Donald Trump","North Dakota","1356","476"
"Scotland","29199","MO","1.0","1968","Donald Trump","Missouri","1525","365"
"Emmons","38029","ND","1.0","1959","Donald Trump","North Dakota","1672","215"
"Floyd","48153","TX","1.0","1958","Donald Trump","Texas","1473","435"
"Marshall","46091","SD","1.0","1947","Donald Trump","South Dakota","1056","754"
"Hansford","48195","TX","1.0","1947","Donald Trump","Texas","1730","171"
"Hartley","48205","TX","1.0","1945","Donald Trump","Texas","1727","172"
"Kimble","48267","TX","1.0","1945","Donald Trump","Texas","1697","206"
"Benson","38005","ND","1.0","1940","Donald Trump","North Dakota","927","842"
"Schuyler","29197","MO","1.0","1933","Donald Trump","Missouri","1505","354"
"Sharkey","28125","MS","1.0","1926","Hillary Clinton","Mississippi","619","1290"
"Edmunds","46045","SD","1.0","1918","Donald Trump","South Dakota","1433","380"
"Schley","13249","GA","1.0","1909","Donald Trump","Georgia","1472","401"
"Greer","40055","OK","1.0","1896","Donald Trump","Oklahoma","1482","323"
"Bent","8011","CO","1.0","1892","Donald Trump","Colorado","1166","581"
"Stafford","20185","KS","1.0","1884","Donald Trump","Kansas","1485","303"
"Winkler","48495","TX","1.0","1873","Donald Trump","Texas","1403","420"
"Red Lake","27125","MN","1.0","1871","Donald Trump","Minnesota","1141","540"
"Knox","29103","MO","1.0","1867","Donald Trump","Missouri","1413","379"
"Hidalgo","35023","NM","1.0","1863","Donald Trump","New Mexico","906","780"
"Stevens","20189","KS","1.0","1853","Donald Trump","Kansas","1564","215"
"Chase","31029","NE","1.0","1851","Donald Trump","Nebraska","1621","171"
"Chautauqua","20019","KS","1.0","1845","Donald Trump","Kansas","1552","236"
"Sheridan","30091","MT","1.0","1827","Donald Trump","Montana","1237","476"
"Ellis","40045","OK","1.0","1826","Donald Trump","Oklahoma","1610","155"
"Costilla","8023","CO","1.0","1820","Hillary Clinton","Colorado","581","1109"
"Hand","46059","SD","1.0","1818","Donald Trump","South Dakota","1391","334"
"Guadalupe","35019","NM","1.0","1814","Hillary Clinton","New Mexico","591","962"
"Sierra","6091","CA","1.0","1804","Donald Trump","California","1048","601"
"Traverse","27155","MN","1.0","1791","Donald Trump","Minnesota","1050","631"
"Bailey","48017","TX","1.0","1784","Donald Trump","Texas","1343","397"
"Bowman","38011","ND","1.0","1769","Donald Trump","North Dakota","1445","227"
"Granite","30039","MT","1.0","1765","Donald Trump","Montana","1185","469"
"Haskell","48207","TX","1.0","1765","Donald Trump","Texas","1403","314"
"Terry","48445","TX","1.0","1763","Donald Trump","Texas","1295","424"
"Owsley","21189","KY","1.0","1759","Donald Trump","Kentucky","1474","256"
"Roger Mills","40129","OK","1.0","1758","Donald Trump","Oklahoma","1546","151"
"Martin","48317","TX","1.0","1755","Donald Trump","Texas","1453","266"
"Osborne","20141","KS","1.0","1753","Donald Trump","Kansas","1437","231"
"Lincoln","16063","ID","1.0","1748","Donald Trump","Idaho","1184","360"
"Mercer","29129","MO","1.0","1739","Donald Trump","Missouri","1486","216"
"Fisher","48151","TX","1.0","1722","Donald Trump","Texas","1265","403"
"Crosby","48107","TX","1.0","1712","Donald Trump","Texas","1180","468"
"Dewey","46041","SD","1.0","1707","Hillary Clinton","South Dakota","723","887"
"Tyrrell","37177","NC","1.0","1700","Donald Trump","North Carolina","968","705"
"Foster","38031","ND","1.0","1699","Donald Trump","North Dakota","1237","346"
"Union","35059","NM","1.0","1697","Donald Trump","New Mexico","1214","318"
"Nelson","38063","ND","1.0","1694","Donald Trump","North Dakota","1025","536"
"Webster","31181","NE","1.0","1687","Donald Trump","Nebraska","1320","306"
"Hemphill","48211","TX","1.0","1687","Donald Trump","Texas","1460","181"
"Real","48385","TX","1.0","1678","Donald Trump","Texas","1382","262"
"Meade","20119","KS","1.0","1675","Donald Trump","Kansas","1390","206"
"Clark","46025","SD","1.0","1657","Donald Trump","South Dakota","1139","398"
"Franklin","31061","NE","1.0","1656","Donald Trump","Nebraska","1345","250"
"Kimball","31105","NE","1.0","1636","Donald Trump","Nebraska","1317","227"
"Perkins","46105","SD","1.0","1606","Donald Trump","South Dakota","1333","188"
"Douglas","46043","SD","1.0","1605","Donald Trump","South Dakota","1338","214"
"Nance","31125","NE","1.0","1599","Donald Trump","Nebraska","1257","280"
"Lewis","16061","ID","1.0","1590","Donald Trump","Idaho","1202","270"
"Harlan","31083","NE","1.0","1582","Donald Trump","Nebraska","1302","219"
"Brown","31017","NE","1.0","1579","Donald Trump","Nebraska","1380","153"
"Stanley","46117","SD","1.0","1567","Donald Trump","South Dakota","1148","329"
"Sherman","31163","NE","1.0","1553","Donald Trump","Nebraska","1143","338"
"Dallam","48111","TX","1.0","1535","Donald Trump","Texas","1258","222"
"Crowley","8025","CO","1.0","1511","Donald Trump","Colorado","1069","336"
"Hardeman","48197","TX","1.0","1511","Donald Trump","Texas","1207","249"
"Shackelford","48417","TX","1.0","1502","Donald Trump","Texas","1378","103"
"Baylor","48023","TX","1.0","1492","Donald Trump","Texas","1267","191"
"Harper","40059","OK","1.0","1485","Donald Trump","Oklahoma","1307","131"
"Jewell","20089","KS","1.0","1483","Donald Trump","Kansas","1204","180"
"Fallon","30025","MT","1.0","1476","Donald Trump","Montana","1276","154"
"Garza","48169","TX","1.0","1475","Donald Trump","Texas","1223","224"
"Rush","20165","KS","1.0","1474","Donald Trump","Kansas","1177","227"
"Decatur","20039","KS","1.0","1460","Donald Trump","Kansas","1220","178"
"Donley","48129","TX","1.0","1460","Donald Trump","Texas","1225","190"
"Trego","20195","KS","1.0","1459","Donald Trump","Kansas","1211","193"
"Norton city","51720","VA","1.0","1456","Donald Trump","Virginia","1021","383"
"Lincoln","20105","KS","1.0","1448","Donald Trump","Kansas","1168","214"
"Rawlins","20153","KS","1.0","1448","Donald Trump","Kansas","1209","160"
"Baker","13007","GA","1.0","1440","Donald Trump","Georgia","775","650"
"Hitchcock","31087","NE","1.0","1440","Donald Trump","Nebraska","1216","158"
"Ness","20135","KS","1.0","1435","Donald Trump","Kansas","1216","160"
"Keweenaw","26083","MI","1.0","1429","Donald Trump","Michigan","814","527"
"Kinney","48271","TX","1.0","1424","Donald Trump","Texas","936","457"
"McIntosh","38051","ND","1.0","1423","Donald Trump","North Dakota","1095","233"
"Coke","48081","TX","1.0","1423","Donald Trump","Texas","1265","140"
"Lyman","46085","SD","1.0","1421","Donald Trump","South Dakota","977","369"
"Woodson","20207","KS","1.0","1420","Donald Trump","Kansas","1063","270"
"Perkins","31135","NE","1.0","1418","Donald Trump","Nebraska","1202","160"
"Sutton","48435","TX","1.0","1415","Donald Trump","Texas","1075","313"
"Wayne","49055","UT","1.0","1410","Donald Trump","Utah","959","271"
"Cheyenne","20023","KS","1.0","1409","Donald Trump","Kansas","1172","188"
"Aurora","46003","SD","1.0","1407","Donald Trump","South Dakota","974","340"
"Crockett","48105","TX","1.0","1395","Donald Trump","Texas","980","372"
"Highland","51091","VA","1.0","1391","Donald Trump","Virginia","958","371"
"Glascock","13125","GA","1.0","1390","Donald Trump","Georgia","1235","138"
"Chattahoochee","13053","GA","1.0","1384","Donald Trump","Georgia","746","593"
"Crane","48103","TX","1.0","1381","Donald Trump","Texas","1047","299"
"Sedgwick","8115","CO","1.0","1364","Donald Trump","Colorado","1015","267"
"Sheridan","20179","KS","1.0","1362","Donald Trump","Kansas","1186","126"
"Grant","38037","ND","1.0","1361","Donald Trump","North Dakota","1098","187"
"Kidder","38043","ND","1.0","1358","Donald Trump","North Dakota","1106","179"
"Knox","48275","TX","1.0","1358","Donald Trump","Texas","1078","247"
"Logan","20109","KS","1.0","1348","Donald Trump","Kansas","1124","149"
"Chase","20017","KS","1.0","1342","Donald Trump","Kansas","964","313"
"Potter","46107","SD","1.0","1335","Donald Trump","South Dakota","1069","215"
"Gove","20063","KS","1.0","1328","Donald Trump","Kansas","1127","149"
"Kearny","20093","KS","1.0","1325","Donald Trump","Kansas","1048","224"
"Lipscomb","48295","TX","1.0","1322","Donald Trump","Texas","1159","135"
"Pawnee","31133","NE","1.0","1314","Donald Trump","Nebraska","970","279"
"Frontier","31063","NE","1.0","1310","Donald Trump","Nebraska","1106","161"
"Edwards","20047","KS","1.0","1308","Donald Trump","Kansas","1033","208"
"Haskell","20081","KS","1.0","1300","Donald Trump","Kansas","1011","228"
"Niobrara","56027","WY","1.0","1297","Donald Trump","Wyoming","1116","115"
"Upton","48461","TX","1.0","1296","Donald Trump","Texas","961","284"
"Menominee","55078","WI","1.0","1279","Hillary Clinton","Wisconsin","269","1003"
"Clay","13061","GA","1.0","1271","Hillary Clinton","Georgia","566","697"
"Graham","20065","KS","1.0","1265","Donald Trump","Kansas","1013","185"
"Hettinger","38041","ND","1.0","1261","Donald Trump","North Dakota","1032","168"
"Elk","20049","KS","1.0","1259","Donald Trump","Kansas","1048","160"
"Renville","38075","ND","1.0","1255","Donald Trump","North Dakota","978","200"
"Griggs","38039","ND","1.0","1247","Donald Trump","North Dakota","847","298"
"Garfield","53023","WA","0.5","1232","Donald Trump","Washington","841","276"
"Dolores","8033","CO","1.0","1230","Donald Trump","Colorado","936","227"
"Butte","16023","ID","1.0","1230","Donald Trump","Idaho","914","160"
"Eddy","38027","ND","1.0","1219","Donald Trump","North Dakota","790","354"
"Adams","38001","ND","1.0","1206","Donald Trump","North Dakota","904","216"
"Judith Basin","30045","MT","1.0","1192","Donald Trump","Montana","867","232"
"Divide","38023","ND","1.0","1187","Donald Trump","North Dakota","860","243"
"Sioux","38085","ND","1.0","1177","Hillary Clinton","North Dakota","256","758"
"Echols","13101","GA","1.0","1175","Donald Trump","Georgia","1006","156"
"Corson","46031","SD","1.0","1175","Donald Trump","South Dakota","588","535"
"Jeff Davis","48243","TX","1.0","1175","Donald Trump","Texas","694","422"
"Greeley","31077","NE","1.0","1165","Donald Trump","Nebraska","911","210"
"Morton","20129","KS","1.0","1160","Donald Trump","Kansas","970","145"
"Collingsworth","48087","TX","1.0","1154","Donald Trump","Texas","983","145"
"Bennett","46007","SD","1.0","1149","Donald Trump","South Dakota","666","412"
"Boyd","31015","NE","1.0","1142","Donald Trump","Nebraska","978","128"
"Towner","38095","ND","1.0","1137","Donald Trump","North Dakota","733","305"
"McPherson","46089","SD","1.0","1137","Donald Trump","South Dakota","892","192"
"Sanborn","46111","SD","1.0","1123","Donald Trump","South Dakota","819","241"
"Faulk","46049","SD","1.0","1118","Donald Trump","South Dakota","858","204"
"Webster","13307","GA","1.0","1114","Donald Trump","Georgia","630","471"
"Rich","49033","UT","1.0","1096","Donald Trump","Utah","786","104"
"Jackson","46071","SD","1.0","1095","Donald Trump","South Dakota","722","323"
"Hall","48191","TX","1.0","1089","Donald Trump","Texas","891","164"
"Cimarron","40025","OK","1.0","1077","Donald Trump","Oklahoma","962","70"
"Cheyenne","8017","CO","1.0","1076","Donald Trump","Colorado","905","127"
"Concho","48095","TX","1.0","1067","Donald Trump","Texas","885","148"
"Edwards","48137","TX","1.0","1065","Donald Trump","Texas","741","302"
"Miner","46097","SD","1.0","1064","Donald Trump","South Dakota","706","281"
